JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2436168.8,8.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436255.7,8.7,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436298.7,8.5,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436555.8,8.8,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436593.8,8.0,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436654.7,7.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436669.7,7.7,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436842.0,9.0,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436870.0,8.5,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436897.8,8.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436939.8,8.3,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436961.7,8.8,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2436986.7,8.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2437229.0,8.3,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2437295.8,8.3,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2437341.7,8.5,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2437379.7,8.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2437758.7,8.3,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2437977.0,8.7,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2438063.7,8.5,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2438391.8,8.4,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2438459.7,9.1,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2438494.7,7.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2438806.6,8.2,,,Vis.,KRS,,,,,,,,V,,,,VY CMA,,STD,,,,
2438818.8,8.4,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2438846.7,9.1,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2438857.7,7.9,,,Vis.,KRS,,,,,,,,V,,,,VY CMA,,STD,,,,
2439035.0,8.6,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439064.9,8.0,,,Vis.,AC,,,,,,,,V,,,,VY CMA,,STD,,,,
2439066.0,9.2,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439138.8,9.4,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439170.7,8.8,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439191.5,8.5,,,Vis.,CMA,,,,,,,,V,,,,VY CMA,,STD,,,,
2439195.4,8.1,,,Vis.,CMA,,,,,,,,V,,,,VY CMA,,STD,,,,
2439223.7,7.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439385.0,9.6,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439477.8,8.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439501.7,8.8,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439527.7,9.0,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439552.8,9.0,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439590.7,8.8,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439851.8,8.8,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439891.6,8.6,,,Vis.,KRS,,,,,,,,V,,,,VY CMA,,STD,,,,
2439891.7,9.1,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439908.6,8.2,,,Vis.,KRS,,,,,,,,V,,,,VY CMA,,STD,,,,
2439922.6,8.4,,,Vis.,KRS,,,,,,,,V,,,,VY CMA,,STD,,,,
2439944.7,8.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2439952.6,7.9,,,Vis.,KRS,,,,,,,,V,,,,VY CMA,,STD,,,,
2440152.0,8.8,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2440220.8,7.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2440288.7,8.0,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2440316.7,7.7,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2440672.7,9.1,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2440702.7,9.0,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2440885.6,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440887.6,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440889.6,8.9,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440890.6,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440891.6,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440894.7,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440895.6,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440901.6,8.9,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440902.6,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440908.7,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440913.7,8.3,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440921.7,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440926.5,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440928.6,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440936.6,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440945.5,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440946.5,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440948.6,8.7,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2440959.5,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440960.6,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440961.5,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440966.4,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440967.4,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440968.5,9.0,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440968.6,9.2,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2440972.5,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440974.5,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440977.4,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440978.3,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440979.3,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440981.4,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440983.6,9.2,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2440987.3,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440988.3,8.9,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440991.3,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440994.3,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440997.5,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440998.4,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2440999.6,9.2,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441000.4,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441003.4,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441006.3,9.0,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441008.6,9.1,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441012.3,9.1,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441023.4,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441024.3,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441027.3,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441028.4,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441028.8,8.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2441029.3,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441030.3,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441031.3,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441041.3,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441042.3,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441046.3,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441050.3,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441053.6,9.1,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441054.3,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441055.3,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441056.3,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441057.3,8.9,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441213.7,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441214.7,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441217.7,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441221.6,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441225.7,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441227.6,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441232.7,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441233.6,9.0,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441235.7,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441240.7,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441243.7,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441244.7,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441246.7,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441247.6,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441248.7,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441250.6,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441257.7,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441261.6,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441273.8,8.7,,,Vis.,FD,,,,,,,,V,,,,VY CMA,,STD,,,,
2441279.6,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441280.7,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441298.5,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441301.5,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441302.5,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441304.6,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441308.4,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441316.5,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441322.4,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441324.5,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441326.4,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441326.8,9.1,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2441334.4,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441335.6,8.6,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441341.4,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441350.3,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441353.72,8.0,,,Vis.,SCE,,,,,,,,V,,,,VY CMA,,STD,,,,
2441356.6,8.6,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441357.71,8.8,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441363.4,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441364.4,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441364.8,9.3,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2441367.3,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441370.3,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441385.3,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441385.7,8.5,,,Vis.,COK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441386.65,8.6,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441390.3,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441391.3,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441392.3,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441393.3,8.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441395.3,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441396.3,8.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441397.3,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441397.6,8.4,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441397.63,8.6,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441397.7,8.6,,,Vis.,COK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441401.3,8.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441407.3,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441410.3,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441413.3,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441413.6,8.4,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441417.6,8.6,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441436.5,8.7,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441583.9,8.5,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441589.6,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441591.9,8.5,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441595.7,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441596.7,8.2,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441597.7,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441599.0,9.0,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2441599.9,8.5,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441606.6,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441608.84,8.5,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441640.6,8.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441642.7,8.3,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441649.7,8.3,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441657.5,8.2,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441664.6,8.2,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441675.83,8.6,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441681.4,8.3,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441707.4,8.2,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441708.4,8.3,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441708.79,8.5,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441712.6,8.0,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441720.5,7.9,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441721.4,8.1,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441721.7,7.5,,,Vis.,FRI,,,,,,,,V,,,,VY CMA,,STD,,,,
2441721.7,7.5,,,Vis.,PAS,,,,,,,,V,,,,VY CMA,,STD,,,,
2441722.5,7.9,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441723.6,8.0,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441725.6,8.0,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2441727.4,8.2,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441728.4,8.1,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441729.4,8.0,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441731.68,8.4,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441732.5,8.1,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2441743.3,7.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441743.6,8.0,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441746.3,8.1,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441747.3,8.6,,,Vis.,BAF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441748.3,8.0,,,Vis.,BAF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441748.3,8.0,,,Vis.,PAX,,,,,,,,V,,,,VY CMA,,STD,,,,
2441753.3,8.5,,,Vis.,BAF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441754.7,8.0,,,Vis.,FRI,,,,,,,,V,,,,VY CMA,,STD,,,,
2441762.3,8.4,,,Vis.,BAF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441762.3,7.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441762.3,8.6,,,Vis.,PAX,,,,,,,,V,,,,VY CMA,,STD,,,,
2441765.7,7.9,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2441766.3,7.1,,,Vis.,BAU,,,,,,,,V,,,,VY CMA,,STD,,,,
2441766.6,7.9,,,Vis.,HSF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441766.6,7.6,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2441769.1,8.4,,,Vis.,MJE,,,,,,,,V,,,,VY CMA,,STD,,,,
2441777.3,7.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441779.3,7.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441781.6,8.2,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2441783.6,8.0,,,Vis.,MJE,,,,,,,,V,,,,VY CMA,,STD,,,,
2441788.6,7.7,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2441792.3,8.5,,,Vis.,BAF,,,,,,,,V,,,,VY CMA,,STD,,,,
2441792.3,8.5,,,Vis.,PAX,,,,,,,,V,,,,VY CMA,,STD,,,,
2441793.5,7.3,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2441801.7,7.8,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2441802.6,7.4,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2441950.7,7.9,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441965.0,7.4,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2441966.7,8.0,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441967.0,7.4,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2441972.6,7.7,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441974.7,7.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441980.7,7.6,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441983.0,7.5,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2441990.82,7.5,,,Vis.,WNB,,,,,,,,V,,,,VY CMA,,STD,,,,
2441990.9,7.6,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2441991.6,7.8,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441993.7,7.5,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2441993.9,7.5,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442006.1,7.8,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442009.72,7.9,,,Vis.,WNB,,,,,,,,V,,,,VY CMA,,STD,,,,
2442013.8,7.6,,,Vis.,ANN,,,,,,,,V,,,,VY CMA,,STD,,,,
2442013.8,7.7,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442019.9,7.8,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442027.8,7.3,,,Vis.,FRI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442027.9,7.1,,,Vis.,MCO,,,,,,,,V,,,,VY CMA,,STD,,,,
2442029.8,7.9,,,Vis.,ANN,,,,,,,,V,,,,VY CMA,,STD,,,,
2442032.9,7.8,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442035.7,8.2,,,Vis.,MAN,,,,,,,,V,,,,VY CMA,,STD,,,,
2442035.7,8.1,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2442042.8,7.5,,,Vis.,FRI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442042.8,7.1,,,Vis.,MCO,,,,,,,,V,,,,VY CMA,,STD,,,,
2442042.8,7.1,,,Vis.,PAS,,,,,,,,V,,,,VY CMA,,STD,,,,
2442043.5,8.2,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2442045.5,8.0,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2442049.8,8.0,,,Vis.,FRI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442050.3,8.0,,,Vis.,OB,,,,,,,,V,,,,VY CMA,,STD,,,,
2442050.8,7.7,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442059.5,8.0,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2442060.6,8.0,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
2442060.7,8.2,,,Vis.,ANN,,,,,,,,V,,,,VY CMA,,STD,,,,
2442060.8,7.8,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442061.7,7.8,,,Vis.,FRI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442065.8,8.2,,,Vis.,CR,,,,,,,,V,,,,VY CMA,,STD,,,,
2442066.7,8.0,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2442069.8,7.7,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442071.5,7.9,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2442072.65,8.1,,,Vis.,MYR,,,,,,,,V,,,,VY CMA,,STD,,,,
2442074.5,8.0,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2442075.7,8.2,,,Vis.,MAN,,,,,,,,V,,,,VY CMA,,STD,,,,
2442076.3,7.9,,,Vis.,OB,,,,,,,,V,,,,VY CMA,,STD,,,,
2442076.7,7.8,,,Vis.,ANN,,,,,,,,V,,,,VY CMA,,STD,,,,
2442079.3,7.9,,,Vis.,OB,,,,,,,,V,,,,VY CMA,,STD,,,,
2442080.8,8.0,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442088.3,7.9,,,Vis.,OB,,,,,,,,V,,,,VY CMA,,STD,,,,
2442089.7,8.0,,,Vis.,BUO,,,,,,,,V,,,,VY CMA,,STD,,,,
2442089.7,7.8,,,Vis.,MAN,,,,,,,,V,,,,VY CMA,,STD,,,,
2442090.3,7.9,,,Vis.,OB,,,,,,,,V,,,,VY CMA,,STD,,,,
2442091.3,7.7,,,Vis.,OB,,,,,,,,V,,,,VY CMA,,STD,,,,
2442093.3,8.4,,,Vis.,OB,,,,,,,,V,,,,VY CMA,,STD,,,,
2442094.7,8.0,,,Vis.,STI,,,,,,,,V,,,,VY CMA,,STD,,,,
2442094.7,7.6,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2442096.7,7.9,,,Vis.,ANN,,,,,,,,V,,,,VY CMA,,STD,,,,
2442099.3,8.3,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2442100.3,8.4,,,Vis.,LK,,,,,,,,V,,,,VY CMA,,STD,,,,
2442102.6,7.9,,,Vis.,WLM,,,,,,,,V,,,,VY CMA,,STD,,,,
2442102.63,7.4,,,Vis.,SCE,,,,,,,,V,,,,VY CMA,,STD,,,,
2442103.6,8.0,,,Vis.,BRJ,,,,,,,,V,,,,VY CMA,,STD,,,,
